,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
15390319,AKM,buwai,1.0,244440.0,322812.4,MIRAMAR,2U4GBNA0YmnyLiGrC251OhYYZ80oSvo9iJNKlNLhIIcyzhF7HCRFdKOunQUMQENJ,1796,Gowdleig,2.0,244152.8,312372.9
15395402,Grenade,fanchuang7,1.0,506028.5,226976.5,MIRAMAR,2U4GBNA0YmnnXqlsSNVeBvAKX9PT90SpJV_jBkDpKq3cmND3Uxnq9aVOYmcgu8PL,1921,ZF-xiAoTuFU,2.0,509875.8,230676.0
15395724,SCAR-L,CopeAndCoffee,1.0,473169.4,318296.3,MIRAMAR,2U4GBNA0YmmXNWRwdk5t_bv7v0D8MZAA3NgI-c03touKUwuaVgbkeSEkMC6WZS4w,1719,ProGramyks,2.0,473019.6,317783.8
15407058,Mini 14,idageTao,1.0,279987.2,463107.2,MIRAMAR,2U4GBNA0Ymn7PLqpE42gnhoyMLufyv4r46W3Oth6Im8IF5OSjx9zk-A7WyWuH-4M,1856,ZXCASDQWERTYI,2.0,286625.6,464112.5
15412862,Kar98k,14-27759-FZQUn,1.0,497632.7,106097.6,MIRAMAR,2U4GBNA0Ymly7fgXdpihx-ZVptin1ZMBLsn0NAA-b_O17YR49tNJ6ur375BpRZh5,1730,bullet1013,2.0,510480.8,107953.8
15416984,AKM,Kystux,1.0,466745.0,177471.2,MIRAMAR,2U4GBNA0YmlHHUJxfKCIY-um95P8UWKKM0rbWlIBbXCasi0cjGPrbKZovrpFk2Yc,1780,sir_De-Ker,2.0,466875.2,178440.8
15418421,M24,Commander_Q,1.0,504382.9,296858.6,MIRAMAR,2U4GBNA0YmmkYSMQ3TJztbkpcM6UWgBEe1g1sceDS34wGUlLhGQIqov6Lo5IUOOb,1680,zGokuzZ,2.0,499631.1,298810.0
15422529,SCAR-L,Heret1k,1.0,357571.5,219305.8,MIRAMAR,2U4GBNA0YmkoaKTffyoDB5plv7p-3ikEdvR1asD8xLek3wDMx73IbeR_G49XehFN,1926,minam,2.0,357432.2,217566.5
15424157,M416,kimikim9527,1.0,277872.0,605786.1,MIRAMAR,2U4GBNA0YmmCnk3tfKba1FKgEWF5t98hwsJu86aJt6430pilsL7YmWsLyxRwvs7B,1897,HOUCHENGHUI,2.0,282095.4,606417.7
15424346,M16A4,chenhangsssssss,1.0,288136.0,241428.0,MIRAMAR,2U4GBNA0Ymk_YhflFnoxwFVgpSlUaScNNLPneEyVrS9a23Ay6KmNWXfHh9p8GcSr,1945,VelvetFog,2.0,287599.2,241004.7
15426531,M16A4,BenjaminZk,1.0,447105.1,495912.7,MIRAMAR,2U4GBNA0YmkPcCDPFzOLIQ5Z2qbQL2rgvLrcRLsKvqAoUcbyxhx8E1QGpyAHCNn5,1903,DXH_Tod,2.0,445060.8,490491.9
15433453,AKM,lxlojbk,1.0,644953.2,531103.4,MIRAMAR,2U4GBNA0YmmOkO6JOzTyf2njyrw6S6WOSFVvVPC9ptyo6NF4xGp3Kfm4hlOatSHc,1803,RDYuki,2.0,645057.3,534992.3
15436132,Mini 14,hemei111,1.0,217761.0,573519.7,MIRAMAR,2U4GBNA0YmmFsnNvumyMVZFF18o4l2dgxkHo_GCNR6dozq72G7kpymCli23GDHIU,1732,XvNuiXaoBo,2.0,217965.1,578927.9
15437979,SCAR-L,YMNotLow,1.0,314240.7,224265.8,MIRAMAR,2U4GBNA0YmnkWXC0sw9-JovYXjn7EkoGzTYI3OOPF38asg7uGnauMFqrMRuwe6K9,1775,nappisubara,2.0,312531.5,224686.0
15438929,Mini 14,ZQAbai,1.0,410219.1,195135.5,MIRAMAR,2U4GBNA0YmlNtBZTLJUGi4TbwIDe5gsVQTpS8imPku3zyeORvnVSDgnSWJ6nq3oi,1782,Vickaibiden,2.0,413368.2,199089.8
15444800,AKM,kingferid,1.0,238702.4,371443.9,MIRAMAR,2U4GBNA0YmnDUob-YvGsugHLwU0lDh2rEYO_8FK9yk-lcAVRY9bGUevz-Y0pgPs9,1896,biupiubiu_,2.0,238978.7,370886.3
15447080,M416,Shiriva,1.0,241010.0,323637.9,MIRAMAR,2U4GBNA0YmkUmDLuCLEYhDNNfVODSRgJpATMkWEH1bo5PT1ToJ-r6hVRmubgg_cM,1767,18399688310,2.0,244566.1,322455.9
15449405,M416,SFKUAIDIOL,1.0,327852.2,360723.5,MIRAMAR,2U4GBNA0YmkAKJWbovs5L_YQBtArLDjAyUkh8XgfDCDvKXjfqkoujFpmm6iSh9ug,1964,fanlaogo520,2.0,328031.2,361949.8
15450579,SCAR-L,Lruri_2,1.0,185615.4,432116.8,MIRAMAR,2U4GBNA0YmkRQo8GTJxuGRwZz8MHehyfogFvmo3kmLVrBFVzZqJ7EC5cBciZw7Ul,1943,SebaLR,2.0,186045.0,431875.6
15451272,Kar98k,Zombie856,1.0,543919.1,538319.3,MIRAMAR,2U4GBNA0YmnioJbUMc6jtolnCiVfQO7jbQ5ZpRwLWKeSSLKVbktuco3Jj17e74vk,1845,MrCallisto,2.0,536330.3,530607.9
15451972,M24,EagleShield,1.0,520632.4,569627.3,MIRAMAR,2U4GBNA0YmnyGSo-NPnQcEQJ9jew3rA2fAPkilJsr2-8AWQUvwx9XrU2g1ynhVDw,1912,98_fantastic,2.0,521524.6,568648.6
15454757,M416,H-BradeMiller,1.0,254212.2,658307.3,MIRAMAR,2U4GBNA0Ymm2jLgN8JP5bYGPgdNWV3y07tUrfeYc2CXEJfRWMVbT8CU6TWvvGONG,1774,Czbananak1ng,2.0,253997.0,660891.6
15454952,M416,YaBoiRoss,1.0,254295.0,465476.6,MIRAMAR,2U4GBNA0YmkYrx5qBI8h-OZjSqLxrA9ENmz287cRWag6P7IVwsn8vcwcAE9am-df,1852,Ripesbanana,2.0,251360.3,468648.9
15455359,M416,EagleEge,1.0,384847.9,181471.2,MIRAMAR,2U4GBNA0YmnDLhxFk-tvz-BBwazP9kVKM41abRMmirCJC8BGVreGbuqjq54s6vO-,1920,yulin_big-snake,2.0,385033.6,179125.9
15456064,M16A4,DarkMasterHN,1.0,612680.4,577523.1,MIRAMAR,2U4GBNA0YmkFmLaDsr6VW2bvbqASTef1l3cV8kpVwSEZP6o6GoUQLDE_uK1bN6mY,1880,Twisted__Fate__,2.0,614290.9,578715.4
15462906,M416,zysamanomercy,1.0,723514.4,353332.5,MIRAMAR,2U4GBNA0Ymmb1FF5hxKvsEJ4YxConkqLBpYdWeECHKSI5CpbNkIIYqADRJ22Mfj0,1821,FraserDEBK,2.0,723346.9,352217.1
15465763,Grenade,RNGJJf,1.0,276479.6,541701.3,MIRAMAR,2U4GBNA0Ymlpkl8uzo6moSzJ_V4X3oj-bvKstI6PJGZiky9cQSy41xcJR1-06F7i,1935,HandsyHarry,2.0,277160.4,544027.9
15468945,SCAR-L,Sandman6299,1.0,408485.2,235680.0,MIRAMAR,2U4GBNA0YmmI0K7pJ0VF7-_ay5A_Tt-4TiQVtDO-ANRZowopaJUMpnmKCZ8hTJJX,1876,NECx,2.0,408422.6,235803.0
15469365,M416,STEVENtompu,1.0,348112.2,200942.0,MIRAMAR,2U4GBNA0YmloswSByOEpYK55PEqiFRBfSX2Z2vtWVCRzGIPEij5AHnjBV7zU9umI,1835,naynaybakebake,2.0,349319.1,200583.5
15474085,Grenade,Camel7777,1.0,594597.3,605436.2,MIRAMAR,2U4GBNA0YmlUF08fbAvSnf_m3OmJ7jSOQrtYEUpbAewZZxWWIediGKKmeBk3W7bO,1870,WiNteRTooCloD,2.0,590360.4,609329.9
15475240,M416,DiaosiLaohei,1.0,293814.5,292564.3,MIRAMAR,2U4GBNA0YmleCiBsY9xIEpc6Ucu1oPWQJp0JmRUo-_wIP3LDzyOuMNB23FAFy-kt,1953,DarkSoul3110,2.0,294107.9,292350.4
15476757,M416,Joshieeee,1.0,548002.9,239431.3,MIRAMAR,2U4GBNA0YmljdWLqY-LZMIdVODKwBIDPP5Jf1MkebFxtJAHDJIZTFG98I4g8wFjx,1880,tiancheng321,2.0,548139.6,241918.7
15478531,Groza,Quang_QB,1.0,539558.3,263717.0,MIRAMAR,2U4GBNA0Yml6yqGZDDPclx79w8dTcPqcRp-1p4ppQdsHOUCSn5HSS0_DE5jD6FNr,1885,Devil-alex-102,2.0,539297.2,262766.8
15486719,M416,The-Joker-1,1.0,562829.7,358464.6,MIRAMAR,2U4GBNA0YmkCigsMe7xyigqkIWL-1Z1S8s3ysQuPhRMVDkQfSb_OKmDlEdfA7BHK,1866,V5-ZY,2.0,563578.4,360242.9
15487924,M416,xuebo651,1.0,293419.1,292489.9,MIRAMAR,2U4GBNA0YmkINDtnrudZ6jqO2sUaMaCdEs2YSGeshoiS59l4GBV9z5WeKZg-Ro4y,1842,huanglangzichiji,2.0,293327.5,293211.2
15491291,SCAR-L,Slagga,1.0,309789.3,651659.8,MIRAMAR,2U4GBNA0YmnPXwA4hmNQ3naXHaKAVJB7r-XgB0k1RAMEanwVmIvz4ZkPK4V-k0rY,1895,Cool-DD,2.0,310773.8,652876.9
15491984,Mini 14,Imsodiao11,1.0,354682.9,432509.8,MIRAMAR,2U4GBNA0YmktP6KY_wLyqZz3ZDjZFZSZ8M00__HiA-HncA1mjoJRevulZ_X36NzH,1832,ChinA0123,2.0,346888.6,427080.9
15492142,Grenade,marlbo_o,1.0,348290.1,213838.6,MIRAMAR,2U4GBNA0Ymme2RBFy6xOwAp0LaDcpBh6IzVmNXTRI7egIxBinzNJsO-qtL5v5Mp2,1801,WYT-FOOL,2.0,341886.9,213977.6
15496093,M416,DeadlySunRay,1.0,381430.5,604362.6,MIRAMAR,2U4GBNA0YmloaBEyROHTmrWdEuSHzcDf5zshD8vPmQzOoFazZTvrAr12QI0W28KU,1856,zhongyang886,2.0,381384.4,604551.8
15496156,Grenade,fengnimgeb,1.0,154894.5,358097.6,MIRAMAR,2U4GBNA0YmmTcYIa41edjtNbqAq1CSpfSU0VbVyRfNZCab12moRMYLyw15bTAmix,1856,asdlkasld,2.0,161864.8,359132.0
15496532,SKS,Howie17,1.0,312921.8,215737.7,MIRAMAR,2U4GBNA0YmnPXJfuUVKeSV19-Ax_F2QlQYMtrjeea5Hltu0uVSXq77x5B6lb-Hhg,1726,woshiyangjiea,2.0,297155.0,209230.4
15501205,M416,zhuanglu87,1.0,437510.1,368671.8,MIRAMAR,2U4GBNA0YmlkTn_pYpId0uYTpkRBpDXan94op5O-OZcGir1fkprnp5OhcIHTAkol,1879,wangl666666,2.0,439089.5,370578.2
15502844,M416,mingtiangenhao,1.0,618848.1,314425.8,MIRAMAR,2U4GBNA0YmmlwLexCJYRy1N4cp5tTUsIfrMyqebpO_yqDf_h0XZXN3SWIYW_fwLA,1886,mxp910527,2.0,621109.1,313349.3
15505482,SCAR-L,thjnhsoaica,1.0,450479.0,440705.8,MIRAMAR,2U4GBNA0Ymli6bF9rfBgeHFzKiUHTcdUHjTI-gbl9u8WTS_bu7B0MCD1SFs7BCWm,1830,HHHHHHHHHHHK,2.0,449015.4,440016.4
15508807,Kar98k,OFFICIAL_NIBBA,1.0,536754.1,327942.1,MIRAMAR,2U4GBNA0Ymn52w-In4sdkv56PlPTv_lAzX1DgJxQ9a63M33PAX0LGFGK5z-LE-LX,1897,Placoderm,2.0,535489.6,335145.4
15515564,SCAR-L,StefanLee2046,1.0,629654.4,390481.6,MIRAMAR,2U4GBNA0YmlY6KuUw0fbHmxqD5cBSefME9m9DFWU6QugB8pIBx7fHjgRYwk9BqN0,1853,Kaangaro,2.0,630537.6,389107.3
15522564,SKS,ChinaGzz,1.0,586571.1,415867.6,MIRAMAR,2U4GBNA0Ymm0sFqAbRsp3qeVqogRumkkbqRCYK1SYNNb85bAjmtuXM7tM3HPNtu0,1755,AT3ZZLE,2.0,571167.4,428559.6
15532875,Kar98k,aishigehuaidxi,1.0,332268.1,94400.34,MIRAMAR,2U4GBNA0YmkzfSJ74DBKQTGWTyrXcQWVfWc4OVYXsVEQUF9U9OGBFy9NYGWS0zai,1898,waitingforTI8,2.0,334856.3,94549.25
15534340,M416,SK_K98,1.0,268754.2,382308.3,MIRAMAR,2U4GBNA0YmlgjPRxGj3ZPfrZj2koGTpoOlneo_8QWmiGIMBKGLeMd-e-gwYnjxW3,1870,Kenny_Shot777,2.0,270313.3,383459.0
15536412,M416,SHOUGEGEo,1.0,212953.2,495333.3,MIRAMAR,2U4GBNA0YmkSBfj4rj6hZxOQGHdPfPswwkjzPnVncYp5p06FQtHhP7QpKv1oURz9,1744,HoboBiggums,2.0,227381.3,510335.8
15538896,AKM,#unknown,1.0,680722.4,422069.2,MIRAMAR,2U4GBNA0YmmDkOdJemIOUbfKtdY6z6y8PIDxgnSkOdIHm_z9kZsiJJ04kDmPCrBr,1918,AZEJAX,2.0,685181.3,414780.3
15544764,M416,underwaterasd,1.0,556867.9,334753.3,MIRAMAR,2U4GBNA0Ymn8vq6lSGAoz4liBqC0oLoDe6_PEtXHMPsJ7ZsbGN3otfDpUg_Puqxo,1902,AGRESSOR23,2.0,552673.0,333559.1
15545202,UMP9,Digestion4,1.0,354287.3,637560.7,MIRAMAR,2U4GBNA0YmmWGvIPfIldWZo-MyMHO5_I9V_VfBb9rP3uJYbhWQGRi0ShRkKbvhd0,1879,Borasho,2.0,354825.4,636784.1
15547117,M416,Tianjie2017,1.0,255567.2,267762.2,MIRAMAR,2U4GBNA0Yml_UnNHqX-_Hn_dPrbKWYL-Q7HTXWBLyLuvH9_zyBc_QeJYq0O9mYZa,1810,kewkprn,2.0,255405.1,282737.7
15549593,AKM,JackAlang,1.0,297972.3,502683.0,MIRAMAR,2U4GBNA0YmkjAZryWVeJQEQAMQFll2dC_6RGQMSWskq2NYpcVqgRI1nyFk-kSM5M,1880,Gryphon_Sphinx,2.0,299083.5,502329.1
15552756,M249,KOR_AJH,1.0,550214.9,677481.8,MIRAMAR,2U4GBNA0YmnkZfLZu01FUAwrTiwRjONQHCNVvkuCTpLuXrbc5Q9Fjep7HAFB0iK1,1831,WuJiaXiang,2.0,551647.5,671729.9
15553644,SCAR-L,lylzxuchao,1.0,642653.2,412066.2,MIRAMAR,2U4GBNA0Ymlr84Du0BLiobx4CyqVPBOGS-JcFPt5dFhniDg6BS_XIG6gNJ0FV4HR,1981,Mad_Goose2,2.0,639802.1,411194.1
15554145,M16A4,Johnny_Fivehole,1.0,400826.2,229274.0,MIRAMAR,2U4GBNA0Ymni6ibNdBdnYyqDNaYzh6R5qtIxgxx-EAEVq8Rd0yBO26a1TxB28e4Q,1935,GangGangGraa,2.0,398699.6,230065.8
15554820,AWM,Bricewg,1.0,262238.0,451994.2,MIRAMAR,2U4GBNA0Ymkpy8Kh8XKAN9XbOabpJ13qoRiiW755q4YMUMDOQ2ktjocxp5Z2-DlM,1962,Boss_Killer,2.0,257987.5,451004.8
15558383,AKM,setuko-,1.0,527877.7,240847.9,MIRAMAR,2U4GBNA0Ymk_HU_HnCft5zinacg7OpGZewklAKo5MGuqpeH-__8fiim5XijkMXvs,1866,noamzu,2.0,528172.4,240253.2
15558888,AUG,WYCYDD,1.0,558556.6,271667.4,MIRAMAR,2U4GBNA0YmkDVnMrkV08IsIoelXRpelf-V-9vEr0wqbG-4aFLsIEKsLldxpqnuc9,1876,99sha,2.0,559583.3,271591.6
15561749,AKM,151246,1.0,170357.1,480790.0,MIRAMAR,2U4GBNA0YmnK7-vwqyW0KkV4Qjgr_swMwbAsJVBqfyAFczFADP2louyTgyo3is9r,1954,CaoYIhai,2.0,170240.6,478961.7
15568703,M16A4,James_03-07,1.0,265628.1,512539.9,MIRAMAR,2U4GBNA0YmlkXRVAFpJJsiQVxllaPLAHLrUlvQ06F788SxzbEeqt7zUe7qlYzWRD,1888,Tizzy-killer,2.0,265172.7,509902.7
15569800,M416,JoeyLeif,1.0,463407.9,332072.9,MIRAMAR,2U4GBNA0YmloQTn_9Ev01E5IHy12vxe-JowD_r5oJtIMXu-EtQnP3yprHO108VFE,1955,kr625,2.0,464071.3,332148.7
15573350,M416,Top-Smile,1.0,334090.2,123791.4,MIRAMAR,2U4GBNA0Ymk7_sXJb6KPbEHCUHjRLv8g-hDOgNA3k5vonGSIbyWu5FXCRMCda7aX,1968,ROCOCOtyo,2.0,335901.6,122413.4
15576576,Grenade,1231532123,1.0,469043.6,217522.7,MIRAMAR,2U4GBNA0YmnXrnSgxC_XmJK9lODp6RRqQ9wJE1TDklc4Dc5CxtNS7hg6ClECElM6,1980,mmmrrrd,2.0,467134.9,217725.5
15577038,M416,Vinski,1.0,522392.2,81098.87,MIRAMAR,2U4GBNA0YmnpHWH8O-3qavqVDHXvQte3-bAX_uOiduMDbUaQ8SFRq3dDlrH4lijL,1929,IMsosososoCool,2.0,522777.1,80758.52
15579348,M24,89125402,1.0,224461.3,272510.8,MIRAMAR,2U4GBNA0YmkkbEBfN_I8pGXJ5JYOxkN0EIP1HhTDCU5FISvzd2CrSQAfjQJXbi4O,1808,Say__Uncle,2.0,237249.8,272676.5
15582575,Grenade,995352666,1.0,602529.5,353062.8,MIRAMAR,2U4GBNA0YmnN9nUqaCSYHLs4FizHneTqb1IN5blsLzCigDHxpc5TAeL_MbcvxUFE,1789,Cedric_Don,2.0,597649.6,350697.8
15582791,SCAR-L,velocity_SJ,1.0,512724.3,485537.8,MIRAMAR,2U4GBNA0YmnSo4_dj5NoAvS0USAU6eyw6oP2_qxmiKkfrhhr9rkSC7lRBZPqhLxu,1860,dingdangmao233,2.0,513827.1,486772.8
15585014,Mini 14,Kinger_jk,1.0,253401.3,371665.5,MIRAMAR,2U4GBNA0YmkNfnsl5HwcD-szZsLQnX719Q8os34YwqQXjCuYygrJItzN-0ZLSeM6,1880,Rag_Lee,2.0,246599.4,365447.9
15588786,M416,anjin4,1.0,297005.4,582509.5,MIRAMAR,2U4GBNA0YmlZj-dyPirseH8hMFn46r4ynxtCdiwO3bhqq9_NHXfnztLO8UYQx6U5,1751,gerrardLT,2.0,300263.7,573476.0
15590207,M16A4,longyiNB,1.0,270519.0,557491.0,MIRAMAR,2U4GBNA0YmnOHwmvM2ugGtSCvOZMjBea31KQccJo6Qsn9tIj1BedCkHh5aPz_kdl,1909,xiaotou_WX,2.0,268100.8,555601.3
15599671,SCAR-L,Seolwarrior,1.0,428738.6,340476.4,MIRAMAR,2U4GBNA0YmkRIO4QVjj7SHjool2LeEAfcW_Dri33lBT2L4bqIg5sHrskwYtvjD98,1938,dissZid,2.0,430180.0,341362.0
15603809,M416,LiXinSKT,1.0,523968.3,472443.6,MIRAMAR,2U4GBNA0YmmOPDp-Te36-K1t2SuPWiLw8T4jjIHNShA3SEb3WdwasO9k5AEWqXlH,1877,Calcifer43,2.0,529690.7,469228.4
15608341,SCAR-L,LYB-balabala,1.0,618781.0,210125.8,MIRAMAR,2U4GBNA0YmnPyRSEeVX9ELqxWeS5Bb14phwRxBSW9GhLt1gMxqyqdbIpDF3u7Sob,1871,OKLALALALA,2.0,613969.2,212596.3
15609375,SCAR-L,YAJIANGGEGE,1.0,168362.5,483837.0,MIRAMAR,2U4GBNA0Ymn00a9PErg8e2pN9boq2YHfCee2cwxhZTXXOtsI0-YcIy653AZIKCD3,1964,Etzler,2.0,167668.0,487168.0
15615691,Mini 14,October1st,1.0,305079.5,323359.2,MIRAMAR,2U4GBNA0YmkmNNndECJPE7-tbveF3ksLnbKpepMfQnPs39xTgKN8KEC7UxaFsrrl,1880,Jo-An,2.0,314216.1,322859.9
15617538,SCAR-L,cool-tan,1.0,328606.2,645126.8,MIRAMAR,2U4GBNA0Yml-wGZDZnh24wZuPXvHT8hoijHpjknY5PWXxKwTtS1wjPLGburIrXhf,1826,hck971,2.0,330839.7,646008.4
15620929,M416,88mengyeye,1.0,226164.6,416890.3,MIRAMAR,2U4GBNA0YmltLGPUBDKnscCRAHju1226TtVR7N8tO5rH9jrbYLHj95dceyPHQgv7,1915,dcl5211314,2.0,230299.8,413507.2
15635326,Kar98k,yyyzz,1.0,244567.4,425296.8,MIRAMAR,2U4GBNA0Ymn4fjZTa9U2tbEX3g3-t_MMz_P1rw16XxVKBR3p9KX7h79oLIWTx7-6,1812,ADAL646,2.0,245802.8,421343.3
15635477,Kar98k,Friiskys,1.0,626381.0,127680.3,MIRAMAR,2U4GBNA0YmmJKBjxU0JQT10WXMa0AE25-oCyPKM4ofxVqOUN9uRbZpuQCugOoPZA,1742,1524574,2.0,627136.6,114137.2
15636935,M416,BCYL91888,1.0,329067.3,226219.9,MIRAMAR,2U4GBNA0Yml-ipowFlv08IY8L9ksoJ7TLCCITJxHQOTywcn6nMVZ216qc6IkbNv_,1761,DaDiaoJie-,2.0,327921.3,224605.6
15638359,AKM,xiaobaobao2018,1.0,392917.6,446113.2,MIRAMAR,2U4GBNA0YmnBSSKS91cLcYNr_KXYHtM6-Q9fpYRl-PKu9o9j_noh6uaWkQKByLI3,1875,MagicWender,2.0,394420.9,442884.1
15646287,M249,djmcflow,1.0,158914.1,319847.4,MIRAMAR,2U4GBNA0YmmXcTGITrtkSJK9fyS2PgFOXY2KX0x1YZzMz95kayLstrfnHO939rSg,1816,xKGKx,2.0,158324.1,317371.8
15650457,M16A4,Mirtboy,1.0,474549.6,526518.6,MIRAMAR,2U4GBNA0YmndIIYQdnBeKQJBcAGIBhih7qv4RdbhIeQutPB8GuAwCUS3syvk02TI,1966,Maifeile1,2.0,476714.2,525241.8
15650522,M416,BestofTeee,1.0,534922.7,334494.7,MIRAMAR,2U4GBNA0YmmisfdRFUq-1vI8XsU2Hp4G4JG8ShPuW82JG7IwQhhukV9IZFQbq2S1,1817,Robstier,2.0,534096.7,333470.4
15651386,SCAR-L,BlackJas,1.0,603342.4,353675.6,MIRAMAR,2U4GBNA0YmndpCvVvbvDUjJTwuM_OODBs-vfyMQhDloe6GNqcKNyztd_7y_5SsWu,2175,Zombiex1,2.0,604055.3,352709.3
15657991,SCAR-L,mumula9,1.0,231518.5,362756.7,MIRAMAR,2U4GBNA0YmkfYb6266H3JyBWtU05HXGqiB1BkRmm0WMNGRV-AahQOHsgcRKdRzHL,1897,LIUQANQING,2.0,223218.6,360232.3
15660652,AKM,qqqqqqq1111111,1.0,340537.6,477096.8,MIRAMAR,2U4GBNA0YmlrHNUk1uO9EU-BFz9uVaihnIxGxdRULgN27C_Ffi2TCEwvwhAfWpli,1874,kylenero99,2.0,341521.6,477274.2
15664017,M416,Kyrieirving0323,1.0,234881.1,436576.8,MIRAMAR,2U4GBNA0YmmIKRDR3clbgNFav_ENiTppvhrpq3FX5ITRDYARtDK0SyuibyyHbYcu,1861,Huangbo6,2.0,228761.2,433337.6
15665507,SCAR-L,Hax0412,1.0,591255.6,608674.6,MIRAMAR,2U4GBNA0Ymk35Y9J7u1v-XQBgZVaX03knom9vJXr2jUZsXDbAvsihNzfrSCv6a02,1943,mikarun,2.0,588542.0,607509.8
15665680,M24,swagpoudine,1.0,301815.4,130723.1,MIRAMAR,2U4GBNA0Ymneg1ZGKPenvbt9f1czCoe5SQZVLTtMBrXPE-B7E5uWLtaRZ88CC6Ao,1784,Reca11ing,2.0,308771.1,128947.1
15669620,M416,Kev1n666666,1.0,420706.0,389529.8,MIRAMAR,2U4GBNA0Ymk36tRM67EV49DYsrgd46jXSrlolO41QsADHc4skrEqTi-bBeBPDGMt,1787,xxxxxxx111,2.0,421767.8,389085.3
15669874,M416,OliverQueenz,1.0,313549.8,562636.9,MIRAMAR,2U4GBNA0Ymk0Rugc2bLEKPOMMjuzd-wRD8FVVFgFATzz-ykTE31M_4aXsrqyXLjN,1769,CHANDU_pro,2.0,313192.8,561769.3
15674212,M416,Nigorigo,1.0,237005.7,571276.4,MIRAMAR,2U4GBNA0Yml6RLkjA983qsSdarxa4JFZi4k7p6JI707C98QPfMMchCdvVjn91_V7,1918,discodavey,2.0,234705.0,570796.6
15678820,M416,KOKONGBAI123,1.0,292031.4,435160.9,MIRAMAR,2U4GBNA0YmkOgJMlXanSdYgcF3Ok3pH8Ce3eWq6kDTRD3zKWEs-Bm79MUNmPZaAE,1822,Hwang-ya981,2.0,292081.5,449259.9
15683220,AWM,Sirily-0215,1.0,504483.0,401469.6,MIRAMAR,2U4GBNA0Ymm_jjaibPqG_wdw2LXlcxu3UomRiDcFgL69iQ2w1XTmSw2GwK5e_Pjr,1776,Magnum2311,2.0,499075.6,390199.3
15686524,SCAR-L,#unknown,1.0,318640.6,684179.2,MIRAMAR,2U4GBNA0YmkWiYIvBN6KVXIPFSJ0N-5Awws9UfNEIwwpj7f_4MqbG5fixYESrFBg,1911,34cccc,2.0,318171.4,691671.8
15687015,M416,Rose-Smile,1.0,612833.5,555985.9,MIRAMAR,2U4GBNA0YmnX2xbHB6MA_uUpuXY8uka5y-1zUvMPVwlxxuSlD3Y5kB-ACaIdHg8t,1953,hehgememeda,2.0,610837.4,555074.6
15700883,M16A4,Taco5,1.0,466678.5,565736.8,MIRAMAR,2U4GBNA0YmnHoIgNXmHdYjPg3ADxPV-Wq1jYmq2kJw5OZFbapdMVqsn8ATRks33e,1995,Testicletimmy,2.0,467826.1,563700.4
15702202,Kar98k,Tigos,1.0,374704.5,623796.8,MIRAMAR,2U4GBNA0YmnXzgtSPi4KdpQsbNDuhp3EkvKa3grmBHeoDLXxPwbAj96b11x5Pd8n,1823,China_Yukio,2.0,381465.4,631342.8
15703456,M416,Breathlessw,1.0,141617.0,338286.0,MIRAMAR,2U4GBNA0YmmJGd5ruJt7My__ddv7ekx9rLFXLiq-anR7_AzmnaKiYsRVtJGttndD,1963,ShermanRoot,2.0,141220.2,338360.8
15704614,SCAR-L,Legalizetheweed2,1.0,538154.8,234217.1,MIRAMAR,2U4GBNA0Ymn4wJYCXqY3hqP1-AITWUTw3FS1-gBlqzUWMUfUxUfMVyLX36zZgpEC,1855,SHAOCONGCONG_,2.0,537049.1,235521.4
15708727,Grenade,chage_aska,1.0,457920.9,273929.8,MIRAMAR,2U4GBNA0YmkYVJTrB2sZlAksHmXKn8kFfdrlJwhGcy6xKkeYprd-YV97Plv_25bW,1824,wjxzjx,2.0,460682.0,280271.5
15710674,M16A4,yusirvy,1.0,394949.9,384804.5,MIRAMAR,2U4GBNA0Yml4McwD4Q_siMOJIha6azJWSzFRAbE3_kYy4MZldSwS1c0Qcq0OghiS,1818,Snow_Nothing,2.0,407327.8,392320.3
15711297,M416,huangjiafanyi,1.0,414838.8,677131.5,MIRAMAR,2U4GBNA0YmmtZaTj6ujSUJIHXdo57EXTbZRKeBFSLPuBpGfb4vC9WRvGMJNM_qYn,1887,M3ndenhall90,2.0,410013.2,676640.8
15712268,Kar98k,Mianmian1022,1.0,258460.4,240106.4,MIRAMAR,2U4GBNA0Yml7AeYMZ42Yl9F8ptsIxRA2aKviVpUjSJWX08A5YtAV2-XJU_cp8MqJ,1782,DDTTAABB,2.0,257511.2,239817.2
15713807,Grenade,Verlorens,1.0,559854.7,295274.2,MIRAMAR,2U4GBNA0Ymk02Omi29Np2RGu3cIZGQkhnA4F3RHuHtE4PPQhQkcwX7sM-avLLAXz,2007,#unknown,2.0,561126.4,295743.1
15715948,SCAR-L,1MrZhang,1.0,475202.0,451328.1,MIRAMAR,2U4GBNA0YmlAOtbja4jwNdy88hG8h4XwyUA97juFt1GS7ysM1ZKpiuzcfWlqS7Y1,1777,DoomSlayer666,2.0,469141.8,443288.3
15718350,M416,LiuPengnan,1.0,208722.6,384563.3,MIRAMAR,2U4GBNA0YmkumMZLbQdae02ZfLeKnK_b_U1tiG3J-f1vbvDKR5CtzxwLljcOEFAG,1830,XIAOFEI723,2.0,213663.2,385811.7
