,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
20058226,Kar98k,MiTenZ,1.0,419040.6,708976.6,MIRAMAR,2U4GBNA0YmnYnq9LYTxXb-iWUjMqeCK8ci4FqL01tr9Fn-4LZXO1yLEWkoh1Sc_d,1824,Caboose0093,2.0,430319.8,718397.3
20071674,AKM,whnbcc,1.0,586845.3,291724.1,MIRAMAR,2U4GBNA0YmlFzj6VyrQRlczvSIFP0ACtb8_lpMOO_h99tim5KOJShJnSM3JCuPOn,1774,jiangxinyuan,2.0,589937.6,287712.7
20074601,SCAR-L,ShiYeKar98kBiu,1.0,307795.8,295272.6,MIRAMAR,2U4GBNA0YmkefMtNUhehxf_1qF2njouwGnFx1xOPHloFPe82pYRPe6mqoKXmC_71,1714,JaJou2,2.0,316968.2,289090.8
20075669,SCAR-L,LeonlineH,1.0,403972.8,705872.1,MIRAMAR,2U4GBNA0YmlJtFMd5R7e_hzBAo5wFu5GSYzM7Kz_uCN1-P78c0QTxO59OCT48FAU,1891,ZT303132,2.0,400845.5,705770.4
20079582,M416,bao1984,1.0,451392.2,454751.6,MIRAMAR,2U4GBNA0YmnyIeu3pSnbvHyi7_iZqoWUWlbfyhWQoZHpYzuO75GZU2LpXect4G4l,1865,anxin1231,2.0,451194.8,458084.5
20081593,AUG,123GuangTou1,1.0,477209.5,515519.0,MIRAMAR,2U4GBNA0Yml36KgIiZetlucU15Z34mz5uzi-ZIlP4be9ZkAtaN_-ELw73SykxcFa,1952,Tardrette,2.0,476389.1,516817.0
20081904,M416,CHUANGE1,1.0,453279.5,653190.0,MIRAMAR,2U4GBNA0YmlI3rUKqsuxxMeGVm_ZRdKwzqRwdxnnMv3j_4mCBBEfDI-xO_UcJj5e,1820,liangtianri,2.0,448367.6,653613.6
20083779,M24,GxiaoyaoJ,1.0,348211.5,350727.7,MIRAMAR,2U4GBNA0Ymny3fIeb8xue0r6iwoW_wcU0s2oVKIi9b0cd6rq9owhDfqZlmXKJrTj,1729,LONELY___BOY,2.0,338754.2,359270.0
20084391,M416,cjb0527,1.0,220721.5,207202.7,MIRAMAR,2U4GBNA0YmnzpcSfJeu1kBIixJscG-yNYabYxnZ6wW2hew5vA8_B-uQP1PmsGP7F,1863,chickniger,2.0,218147.8,200916.0
20089577,R45,Ohmegoditsmega,1.0,452929.9,364960.6,MIRAMAR,2U4GBNA0Ymk3NRwTmPbrmulaAdz3WNcHLBcoQQUeC2oKjoWTKewRw2hGnEGR5AMZ,1785,Chailyn_cc,2.0,453867.8,364656.9
20092841,M416,KendrickHJQ,1.0,83560.01,513874.0,MIRAMAR,2U4GBNA0YmmXlKswXcM6EK5r5rWDG2W3nbNT37IqbxLDkOZUsWbQnPwmB00glRHq,1868,CHINA-DASAN,2.0,90676.73,515218.8
20093162,M16A4,vipYangFly,1.0,436618.6,371742.0,MIRAMAR,2U4GBNA0YmkFyslGxZ3Kty-xZiqrhzzxz24tPEdlFmSUSEXjiSqB4w70LEyaaO9V,1825,EgoTheGiant,2.0,434429.9,372442.6
20097234,M16A4,captainpicante,1.0,587145.8,617442.6,MIRAMAR,2U4GBNA0YmkK9mQjONclFwsC6-C8lhcQqeEMYkhY2zxsH28sJEBQO5ormDjCSzYM,1946,ZyLsr,2.0,588984.8,616797.8
20097416,M416,ZGQ973,1.0,356642.6,187539.0,MIRAMAR,2U4GBNA0YmlLRD30iJOi5zHHFC2Q_r-8nUYzMB5XOwb-40Oo94vYxSiQ9hTmQ7xc,1883,Josephes,2.0,355881.4,186372.4
20098122,SCAR-L,#unknown,1.0,512853.3,201477.8,MIRAMAR,2U4GBNA0Ymm8nyrGKpN0Zi6dBu7URaB5x8d7Efcfuy8oWIur_4nSMf3ghX40faPD,1851,HB0230,2.0,513045.0,203331.7
20102725,M16A4,Eggatizer,1.0,529720.8,609304.8,MIRAMAR,2U4GBNA0YmmqRHuTydVzBqKhMr4oqTc83wtLM3MUDkegFTUaWnyhN6FzjRQ4kA8I,1930,zhangxiansen,2.0,531405.6,607255.1
20104585,M416,MikeOxtinx,1.0,427033.1,639352.8,MIRAMAR,2U4GBNA0Ymn89KTCqpw9WXwrlryvUHVF5u1qcDFtQLpgGy4qfN7nR--gXae9ANnr,1961,Smile52111,2.0,426757.6,642594.3
20106267,M416,super_boy00,1.0,422879.5,506221.1,MIRAMAR,2U4GBNA0YmmzOLHR5rmbfwBBhUJF7wAsx0IjyirjGdfUne89nhH35jdMYQJU41z_,1774,Pojo79,2.0,415647.6,495781.0
20109118,SCAR-L,486912315,1.0,416919.1,84956.43,MIRAMAR,2U4GBNA0YmkS6-4rayz7Ua_EQMFJo65qx19Ob7EiOMyraCWAz9WAQFhZT5_WUaGP,1931,ChinaVeryNB,2.0,417157.3,83810.3
20110394,M416,SumoGaming02,1.0,678742.8,564315.6,MIRAMAR,2U4GBNA0YmnDp48au6OT1MuPmJaJ_JsC_Ljns1UeUrWYeNpp2B4mF2dEA0yPISxY,2013,Meorge,2.0,678705.3,563594.0
20113993,SKS,btdidihaha,1.0,637297.6,323501.3,MIRAMAR,2U4GBNA0YmnWri-1RG983gC4Gid-iUAK-_2RAii9PsSCVLCpuCxywLdh_g3dkUx3,1938,fgasdf5246,2.0,641328.4,326155.2
20115102,Grenade,Kor_KILLBE,1.0,157856.2,415160.8,MIRAMAR,2U4GBNA0YmnyvJ_EnF8f0Dpjo8LlIAzXiNAK9f7KGqYa1oFEa7iLeytDPVSpFBpQ,1861,What-dag-,2.0,157087.9,418990.9
20115139,SCAR-L,Tommychinababa,1.0,312742.2,554066.1,MIRAMAR,2U4GBNA0YmmbWYyNxvqjPZfsVeD32eeQ2BJxVu_nV_HaZGmhUg456uUjR5HbedtI,1805,Darkror,2.0,315933.7,552524.1
20115938,SCAR-L,xXx_GayMur_xXx,1.0,679877.2,396853.5,MIRAMAR,2U4GBNA0YmkvLl0bsWCzxUffuLbkDZT2ZIIUkpPYu_yAqP-x_UYWyTJDd-uBZ99O,1965,Weirdo_Rick,2.0,679949.0,396506.9
20116006,SCAR-L,DdG_Taoist,1.0,369825.1,390399.7,MIRAMAR,2U4GBNA0YmnSKPwnL53VnLPS48-qKMltrFF-ZwtPL6TVOjMLigNafZO_jz3_xxyF,1836,fazi21,2.0,369379.9,391205.3
20118728,M416,dang924,1.0,446560.3,493871.7,MIRAMAR,2U4GBNA0YmkpLfXi6AbaCkD7BHE1ld5fX31yGJIseMxIrZOfkRouO0sqIBiNI1G3,1921,FooShasta,2.0,448349.2,492231.1
20119440,AWM,Stefan1030,1.0,322762.6,605963.3,MIRAMAR,2U4GBNA0YmlYoBr0AOhxb6KCJTqBi-GjpdrfJX02_pRewp0TZGVIGqekuyRR733v,1830,chiburin,2.0,325636.6,614844.1
20121462,AUG,qumingzizhenlei,1.0,181398.5,367479.0,MIRAMAR,2U4GBNA0Yml2381TUI8FjWalqzsYFC-uAZQ2P96IU56jVc9VM19YhohOd0_u1XC7,1880,DJB40M,2.0,178716.0,363406.4
20122529,M416,FollowLorn,1.0,609786.0,396695.1,MIRAMAR,2U4GBNA0YmnLbwxIE7wgrUZ24KIo5EUIhX4kNS2ZMeHnpgqzDI0KjKCNwwRtF0cp,1897,FactionHG,2.0,609663.6,398180.2
20125090,SCAR-L,zhao0666,1.0,599524.4,622379.1,MIRAMAR,2U4GBNA0YmmGZ1LtEd5lkEq1XO-EpFv33DIZ2dPvrfIj-7H-j7B74casMQDPu83Y,1893,yqx665382,2.0,604198.4,618799.3
20129166,M416,qw78945620,1.0,569904.3,531059.1,MIRAMAR,2U4GBNA0YmliOydO_JvOUgs-VKMzqWlBfRcdxiYLbscxAZ7cencMOTcFPNbuttDy,1880,tuoilonfanganh,2.0,572082.3,525183.0
20129862,M416,JrBump,1.0,301238.5,380537.6,MIRAMAR,2U4GBNA0YmkdhUe5lI8_W7YNOVkhEK2O5L3FBP_aZHNoOUocWLwyw5lssBxGrGu5,1951,LegalizeMarinara,2.0,301122.5,377742.3
20137983,M416,Metyeee,1.0,329679.3,114175.0,MIRAMAR,2U4GBNA0YmkS80TrxaNNTaWGz5S6UpwghE63sEPO-lb_ooF8BPF5W-YqaMJDxtmJ,1934,1727737195-Hu,2.0,328940.8,113638.4
20139366,Grenade,TyGnAy,1.0,283656.9,420949.8,MIRAMAR,2U4GBNA0YmlKwLQazIFcPMBz4-lZGpyYU1V95bTAS2tUOShTKxF2zbDIkFrKkvxB,1871,terminatorST,2.0,278887.1,421207.6
20141295,M416,saonidayeking,1.0,395144.6,327004.9,MIRAMAR,2U4GBNA0YmlqPdeOhEImpA4BM8E5jG9QSfZj8K__vv1SpwNoEoxzejm3Sz4KBKZW,1871,W00loveyou521,2.0,394783.0,326069.7
20144196,SKS,MinhBin,1.0,262452.7,309620.1,MIRAMAR,2U4GBNA0Ymmlttn11FSVMVghUnp50JKkzwSuOcV78T3qO5mgWdT6rvTWYUeI5TdI,1832,wizhaizuishuai,2.0,259787.1,314381.6
20148774,M416,18Gucci,1.0,576521.6,310365.4,MIRAMAR,2U4GBNA0Ymk5t8jGnt2jRPSTvaoNXMWLhkTfiMxKssCUEjmN8rOfkWdzE6heHru8,1962,OddSnacks,2.0,580238.6,309324.1
20149582,Kar98k,yhAn9,1.0,460355.2,408339.4,MIRAMAR,2U4GBNA0YmkrGuBUF1gUD2qDx8_ko5LNi5Zdf-2TO_rX5LOuwc-LYbCSVdqaEf6c,1838,Badonkadonke,2.0,454854.0,409951.3
20149667,Mini 14,DerpyP,1.0,361078.6,661249.2,MIRAMAR,2U4GBNA0Ymk01YfYwcatd_ZdqOv7l9io5Vea51aLPtQOtu7E7lvmyXDWBveKxJ6h,1901,Joe-Jim,2.0,365798.7,661022.0
20154245,SCAR-L,CallMeBigDaddy,1.0,488162.2,329621.9,MIRAMAR,2U4GBNA0YmmZ7XiVK89wO-wcUVLh_SDyRIYqo-RmoOl7yUN4YaPYsZVnTg7juL4j,1766,599995,2.0,497693.6,319261.6
20156952,M416,PLA--gudu,1.0,703391.2,311567.2,MIRAMAR,2U4GBNA0YmlRkTTZ7xPnCg16nbQUQDOO5EFpmtzPWYXcHCWerTUScmoeSlOC2Gu-,1872,wlilu,2.0,697922.3,311367.7
20159125,SCAR-L,Burisha,1.0,83555.1,581153.0,MIRAMAR,2U4GBNA0YmkSg5_cISkwDfMLBdAhA8aByrN2fZb5Fw4ZYtKTgGvSrR0DRyZQT7hb,1890,WDEV6-6NHNOMCXLY,2.0,89650.69,577117.6
20163824,AKM,AGANGA7,1.0,433402.1,365416.9,MIRAMAR,2U4GBNA0Yml8s9abpo5EpIDvJjj9hqUU2ox4D_LNeqaTrG5dTC9-lOROWhVtDnQt,1911,LXand,2.0,430835.2,366248.9
20169341,SCAR-L,#unknown,1.0,649574.4,286240.1,MIRAMAR,2U4GBNA0YmneVFzh59OCr21vp8K9yzO7P_eZ_cyg9N1B2E4N3mIhuaiyxBk07Z9M,1980,Roccito,2.0,648998.4,284762.6
20171275,M416,RamosTao,1.0,394629.1,256296.4,MIRAMAR,2U4GBNA0Yml1Ph5uVn2ti8hO4vnzPYWlxQri1wzYp6sOb4x52XDVn7Fwnydd7I-4,1896,chenGG888,2.0,394368.6,257256.8
20172109,M416,AFlyingKangoroo,1.0,219476.0,418385.9,MIRAMAR,2U4GBNA0Ymklt37zSxY_XPtID7apdM2UXJrW8hHfn7EJOMCqZQqRnnH_dHWpcSq_,1903,Checkoman,2.0,219446.2,415852.0
20177061,AKM,WG_yyQUN_3333022,1.0,629188.8,447784.2,MIRAMAR,2U4GBNA0YmlHtqf6cAPJHBTDE03ww1zrCu4QhL8fwDBWAgYdiZmFThXO-FZGysOc,1746,Wmoney,2.0,631227.4,442759.1
20179129,SKS,Scrapjack,1.0,534229.6,285187.1,MIRAMAR,2U4GBNA0YmmkF_6LRyApTfCzEcYIYqOYV33HpEwyzR5fUFfiS6fE6gCXNIZmuV8I,1898,rainbeier,2.0,531817.5,279998.5
20179429,SCAR-L,wakgoodbye,1.0,621958.8,524688.4,MIRAMAR,2U4GBNA0YmkvHJ6Jd9IsX8DeCKj3yPdVzpXjcf-Vn6jt-qMClkkYrZ7OilLefg4M,1863,dongcunrui777,2.0,616085.0,525132.8
20181497,SKS,scott964,1.0,619979.7,502495.6,MIRAMAR,2U4GBNA0YmmCY9ovFRiai5TU8J20JHM8W7kjysITem0Bb0hIhaSRo3nVEnTRK6Zm,1955,Beowulftao,2.0,625322.1,505409.1
20184083,Kar98k,NECx,1.0,94000.23,286813.8,MIRAMAR,2U4GBNA0YmmbKOaoVzJRNsgIo5De66r81VzuxFFpt7TtW6aVDIlm88a6S4WMa-kc,1768,maguobin123456,2.0,90767.09,294526.7
20187211,Grenade,sunbiaojie,1.0,387262.0,605603.8,MIRAMAR,2U4GBNA0YmnWC3kw0kAattEJMWWJYJuoHitY6GFGiCYmZX6NoeQMKYwGgNetgiD2,1990,sl_7777,2.0,388105.9,602134.1
20194480,M416,WSNDNMZL,1.0,664145.9,463116.4,MIRAMAR,2U4GBNA0YmnxC-l3-OERQmUWlhPy6njiGPzLb3AzgLIswRL46wDTnQ1RpIYIrMJD,1976,L0rdTachanka,2.0,665854.7,464150.3
20196214,M416,FavoriteGakki,1.0,463934.9,569622.1,MIRAMAR,2U4GBNA0Ymkl2pFWGz9YVsreIqWtHyg-Fs6o4mZEg_dAPKaavAiGM9JxkQ7nrQv0,1930,DENG332,2.0,459856.4,566186.4
20197596,M416,LZsuifeng,1.0,142587.9,232040.8,MIRAMAR,2U4GBNA0Ymm1Gg5CQPrK2ayNNAHYlrVmW-F7ygzINJMENAfWeItHCr3ZZZsy2Oe4,1823,DefiantPanther,2.0,144374.6,232569.6
20198957,M416,ylk139,1.0,235102.6,417303.5,MIRAMAR,2U4GBNA0Ymmbkb0kXDlY91_1GNfeK_fq_7VbMiLQWzO5uq_zH1Ldb8UYwQKZFbh0,1897,fosilence,2.0,231914.7,422977.6
20199113,M416,XiaJiuQing,1.0,442735.7,359917.7,MIRAMAR,2U4GBNA0Yml3AZ5IZlRKaKWCrj7T1xs6eAGenP4279KA7BKNaNsXCbfedkXnSH0E,1864,Mi-Ni-Biu,2.0,445345.3,354556.7
20201494,AUG,GuiZ-Wddou,1.0,321272.2,341009.6,MIRAMAR,2U4GBNA0YmmjZDs9vF48ShPHiEn8XBlEVSfpRnBEyIvriWOf-d8KftNY5EZf3UQe,1837,mkw2016,2.0,318713.1,341338.8
20202175,M416,justindai_,1.0,423354.8,603061.2,MIRAMAR,2U4GBNA0YmkbAL8TZtUDKSkzy0z_a-8Mvq8LsyNWVLJlwiBKtIaTzBGlMPKDcnLc,1866,Yada-be,2.0,421734.6,602572.7
20203323,SCAR-L,TeZCaNTR,1.0,618129.6,413982.8,MIRAMAR,2U4GBNA0YmnPjVBXFWj9zMZuV2JKQYJq7nHy2oJgUg4Lk2XNic7njcLjUCHk9FFI,1969,Sirscribble,2.0,621015.9,412549.1
20208128,Kar98k,Killing-M416,1.0,337319.3,431549.8,MIRAMAR,2U4GBNA0YmkI7eGWt07_ARUmtFp1YoAVvzxKAIYCONfKVHl4-a_7ZXoXLvU7HE-L,1742,Maojiu4,2.0,338202.3,425728.2
20211407,M416,DaRichOnyx,1.0,629742.8,456560.9,MIRAMAR,2U4GBNA0YmnlBomMgiUjUmpx0byYmAUb2zIOMCWg4karskU4u6j5EH3RG_E2ub_u,1979,VincentQMY,2.0,630775.5,455992.6
20211772,Kar98k,NISHIRENCAI0,1.0,318661.6,702484.1,MIRAMAR,2U4GBNA0YmlPqE1kFSpA5PEtKAVLNVmYLhtvc_de3E9Wi44--dJFjJsHgiDSxICR,1710,NickWanyang,2.0,316044.5,694966.9
20214772,Grenade,Panda-Attack,1.0,327399.6,368952.1,MIRAMAR,2U4GBNA0YmlTFHIjbDHK2Zyuhka0EzGvecOFUL2ZX2dU0D_wmHqadQ6IwWsiulu9,1919,FateJJGG,2.0,327752.4,372719.8
20216685,M416,1NoahhaoN1,1.0,192360.2,255008.1,MIRAMAR,2U4GBNA0Ymn4kGs5VatuGWKK0kx6HNFR0XIC4OhhMaq1HcYU-Mvi5oqWgPNAMDcS,1844,dad-zj0824,2.0,196230.7,253688.0
20221134,Mini 14,FEIFEI122333,1.0,349290.5,385403.5,MIRAMAR,2U4GBNA0YmkUaCUTAOp26a57WdrusagB1K-xyRCxsiZRIFDEghX_8keOVFkhJCYn,1837,okla,2.0,348848.8,393030.2
20222665,M416,PZMT,1.0,619528.8,359931.2,MIRAMAR,2U4GBNA0Ymk_iOAEbfWqdDF56i_MGbu2d7PWRYvj_Jogtm8IumZcyhjAyUf4FwE_,1826,BBK-2tap,2.0,622619.3,358448.6
20226323,AUG,CBDCZRLOVE,1.0,383596.3,395079.5,MIRAMAR,2U4GBNA0YmnRb_XjpIQ-W_oDVwSriGHbpLaRJA_xTw5j0a_a8Gr0BQ1qynlpvsux,1802,BookerJT,2.0,382867.1,393582.9
20237149,Punch,TJ_Joker,1.0,514375.1,383215.6,MIRAMAR,2U4GBNA0Ymm4u4V7fg0LWLCXrvqYcj3SVb5v13ZSKXnofgRvRFcBaNNtRdJFV_z5,2136,Zjdaluan,2.0,514287.0,383215.2
20238596,Kar98k,BaLuJun6666,1.0,429630.6,497079.6,MIRAMAR,2U4GBNA0YmnFRk5mgFwYyv-cJA_t6ejKe_O1EOUOeGdgRWWk4hpZuJnd9NCEFteO,1936,V16boss,2.0,426122.8,498599.6
20241213,SKS,Smallgreedycat,1.0,222943.2,417788.8,MIRAMAR,2U4GBNA0Ymk0B6JheydtdNx3RGbdz1vWTnFHC_Ta0Pcf9UPYBP1S15kFx6j08xcA,1858,CHerH,2.0,222788.6,418613.3
20242614,SKS,Holy_Rain,1.0,237202.4,469802.4,MIRAMAR,2U4GBNA0YmnKvar4AshRdufPCU34EnXah209Mltz9zHAHYX4i0yIbogWIm17d89Y,1881,lin950233,2.0,233877.7,478281.2
20248403,M416,REusXD,1.0,237655.3,651442.3,MIRAMAR,2U4GBNA0Ymm9x2JnPHswZZq3TR7hsL6RRPRiU8EQMird93W7Dz-UaRCFciCGE36J,1953,pyxboom,2.0,235578.0,651277.7
20248506,AUG,Boss__95,1.0,326424.2,445332.3,MIRAMAR,2U4GBNA0YmmjihjSc8Hs3cVyyP79NBcLg5-LtDbxJYIhh3BaEwuS6zHJxxGE2nSf,1834,lijingtuo,2.0,328036.5,446621.7
20253108,Kar98k,Louiboy,1.0,355606.5,596047.6,MIRAMAR,2U4GBNA0Ymkj1Z9B0DEKM3auvacydqrgCc2h6jCG6BVtqUDvIl7B3fmKn7f2MVAl,1863,dadimeimei001,2.0,348251.0,600797.4
20254506,Grenade,Starter001,1.0,520967.9,357810.1,MIRAMAR,2U4GBNA0YmlrHC_G66QCqUuYk1wjouB5EILYPgFeND2CNYvo0i66jpJ1jDoPjqVg,1975,1BoredKnish,2.0,519691.5,354685.6
20255692,M416,Vincentgggl,1.0,513379.0,398483.3,MIRAMAR,2U4GBNA0YmnPlvr4yxbZmw4VskorCxa3fBahKQnVkDapjjfH8-dVQ-VlDFTmh_mU,1924,NSXCE,2.0,514870.2,393982.3
20258415,M416,gTuck,1.0,730829.7,467128.3,MIRAMAR,2U4GBNA0Ymn8Tojv3giXZB5eMprS0WP34zEyv0fGIK24OuLDR6ljspC8rc-K8YDo,1955,Liangno1992,2.0,729328.4,471449.6
20258557,M416,WXK76NMER,1.0,540056.3,528341.7,MIRAMAR,2U4GBNA0YmljC9JdyvV10OqapQKSgqVIGkh3zRi0OXsno_WsvM7u_uluIsf4Rhcj,1967,soul97,2.0,539982.3,528562.8
20262214,M416,Flippetized,1.0,651844.1,397053.2,MIRAMAR,2U4GBNA0YmmJq3rFHdvibfOhmcO92y_Bq29MwxEEvuOE6pbFs7HAHyrRtxO6TfcG,1925,LIUENGH,2.0,651768.8,396801.6
20264597,M16A4,xugong147258,1.0,258676.3,315771.3,MIRAMAR,2U4GBNA0YmlLkhb9EsM0GMb-W0C8ZX7OKzeTxpkWSvyd_z8VLjwTSQ4a023sbLa-,1820,sg-xinkaidehua,2.0,258493.8,314240.5
20264850,AKM,Dragoncree,1.0,321239.9,444443.1,MIRAMAR,2U4GBNA0YmlaWFm331G1KctqGPYlU5XoVaqnO4MLD-2wnnriWKjI2qIIv3BfMphX,1867,JACKCHAOW,2.0,318304.4,446383.1
20265986,Grenade,tonemedia,1.0,154388.1,476929.5,MIRAMAR,2U4GBNA0YmmF-Opp-VLJiZzsUWJvWlmK_jZkT4DSMILEuYtxjvX-8MqbwYi44jJm,1811,cby5921,2.0,152269.7,472706.3
20267088,AKM,#unknown,1.0,415744.6,463225.9,MIRAMAR,2U4GBNA0Ymm9BEVf8GI3-r62jGrYHLeCHVOjQLHgHcx3HUzDSSYxjr3HTr1akMqg,1825,sxying1996,2.0,416578.7,462894.3
20271151,M416,A_Little_devil,1.0,174798.0,292680.6,MIRAMAR,2U4GBNA0Ymki5f2yx_3cD06w4XU4HynrnC3ubboz3lTKHdMjjfIcPJvpv7tPtzQb,2108,chenhaiwang,2.0,174914.7,292716.8
20273580,Kar98k,BaseBenis,1.0,665446.4,506343.9,MIRAMAR,2U4GBNA0Ymm-4hL9-cvkqJUzX0yg-WB-XO--IWzMJvB2caC5CJ86H4dpehPqt5yg,1911,QuothTheR4ven,2.0,672092.1,508576.6
20281845,AKM,baghool_,1.0,612010.6,305977.2,MIRAMAR,2U4GBNA0YmlkD3nczOrFUjsaZgJ83PzseUHxvJpmekWrt5GDLqZlxBQaKpj4do-p,1917,Buzz999,2.0,612752.3,308378.7
20288048,M416,yiyayiya__you,1.0,185224.1,199964.6,MIRAMAR,2U4GBNA0YmlGgKq1AcqHBF9W1ej84DsURTiZIAHFbeQWBhm6noG1qOhxhVekCmzd,1765,mingzidoubuxing,2.0,190574.2,190983.2
20293663,SCAR-L,kaiyuandian,1.0,444207.3,148894.2,MIRAMAR,2U4GBNA0Ymmn8TmeD30N7oYxld6NxwleO405UbSee_E3P7A45pH1z6lsAdlTPGPv,1903,NickMulder,2.0,444227.1,152972.9
20299583,Punch,TBBOYHA,1.0,509238.5,451238.8,MIRAMAR,2U4GBNA0Ymm0lOoTVG3ELwHDD6UaopKGJCCidpjhVWO-fPKzyv747nyG7__GRmRd,2008,LnsAneHunTer,2.0,509252.0,451156.1
20301289,M416,ch1991,1.0,471904.8,311026.1,MIRAMAR,2U4GBNA0YmkNlu_9vhrXsAHS3OgIenA-G_PV2jSbY4RzCYoDsqP6YNtfo95qZFF-,1880,JXzyGGG,2.0,465926.3,313799.3
20306965,M416,YoungDabz,1.0,388165.1,416975.1,MIRAMAR,2U4GBNA0Ymm1B5OGjKxHDl98JvDXhYHJ20YLOkZo_ETvM9JlaeBGpHL9v-X_l_EZ,1853,aieaacc,2.0,389592.5,423994.4
20308576,AKM,aoneko225,1.0,396254.8,672351.0,MIRAMAR,2U4GBNA0Ymlps_YRxcjNJDsElg8hP0Q63mpsG7Wi2AKaGHOdISwyv9uwpTlP4gdl,1940,trimortex,2.0,398407.6,666254.4
20310310,AKM,molotov96,1.0,306221.1,634201.1,MIRAMAR,2U4GBNA0Ymm0MEL6yuDH-k3YKwViTX7Tnob3VLz-uD0fTzEl9ke2jo6j7NZbdg4R,1874,serkanzenginal53,2.0,306172.7,636405.0
20311311,SCAR-L,MO1056,1.0,154781.7,447948.0,MIRAMAR,2U4GBNA0YmmTQsJIWasyPAU-l8xPj80C32xEC1MfqeQyqC5PEXqxYpzyvPsyM_d5,1697,wcr520,2.0,154280.0,447021.8
20312710,Grenade,520MeiMei,1.0,680567.0,376409.8,MIRAMAR,2U4GBNA0YmlKx2j6YD8lrBTkfjK7sGLMx_i7yODRRFcI8Z0q1Vvh5_TZPEgoNUTZ,1867,WWzze,2.0,677328.7,381700.5
20312977,SCAR-L,mrjin1026,1.0,375686.8,480407.6,MIRAMAR,2U4GBNA0YmlrwW8Jq5nbDnnILysvjUbjhIjekmad65EQ04UV598iy_sKJHoFM_rL,1964,Hawwercock,2.0,375012.4,478275.6
20314749,UMP9,ShaggyZ,1.0,407463.1,274378.6,MIRAMAR,2U4GBNA0YmmefFIi_uMlBKOTs4A8SCSActLfHCfAXpGpsycaVQSnNXSi0tNcrnQZ,1772,az-chujin,2.0,409705.9,272462.9
20318445,Grenade,abc666d,1.0,466129.1,519080.5,MIRAMAR,2U4GBNA0YmmpuZjWaUyA_6kcwWqtVzDZ-RDBSK7HEmSWuvgWJC-1q2-EG4KrcAhi,2013,yoofea,2.0,464710.6,517089.6
20321791,SCAR-L,Q-Q-Q-Q-Q-Q-,1.0,366309.9,267777.6,MIRAMAR,2U4GBNA0YmnMhjTLqCQYLrftNJk9uJhv_bSSfjqsCE0tmqXterysoKqnIcBtrvmb,2063,Duddz,2.0,365987.3,267771.2
20322815,M16A4,Deadofnite,1.0,487137.6,635635.6,MIRAMAR,2U4GBNA0YmnXZT7CMbZVT_eZzeGCr7bT68udyF0-3E7EyR0BN_RYsOqPJbiS3P3B,2047,zc320911,2.0,488073.5,637673.4
20325882,SCAR-L,Douyu164657,1.0,569486.4,250204.9,MIRAMAR,2U4GBNA0YmkK6j_UbhlGyac_rKodbM5ffKYkwH06MrpYUwd1LlHKwAV8D3sT9OEr,1828,shilei2858,2.0,571163.9,246223.4
20328844,M24,YangT007,1.0,616256.6,427330.1,MIRAMAR,2U4GBNA0Ymkgriv4cePqb4WYQcFapEQo_Ngnse26682gHfL8z11C1YmA3TI_Vo9w,1843,menghuanssssss,2.0,618609.2,428558.9
20332648,M416,jsloading,1.0,165870.4,342211.8,MIRAMAR,2U4GBNA0YmmxRhoOUK-YNoc8tcisqEkrHNOJTv0qpTXqNfeetnxfdNdSMOgeGMhN,1804,BlackC666,2.0,159083.8,341199.2
20337644,SCAR-L,yezipibiubiubiu,1.0,451174.5,316657.7,MIRAMAR,2U4GBNA0YmlnCPsNmSlx5QuNbduF4dc9R0mXtUa1jJComuFFNIX0YUEmzddAY93n,1868,wohe999,2.0,448245.6,312426.9
20338092,AUG,wocaonimahahaha,1.0,502332.9,645752.9,MIRAMAR,2U4GBNA0YmmzhPiUcqCJ90qGzwSHrma6zZCmECGXaYhO7LgW2duE0gIs3d-k8WUj,1763,shanzihao,2.0,510207.3,648436.6
20338512,M416,HaiiB,1.0,276447.7,681836.3,MIRAMAR,2U4GBNA0YmnFuK3c2yh4u8Yaak7xaRm-vS-RSTaf4O3FeVY-PadtJSPMckE1yK9o,1907,TheRealDerpster,2.0,277155.1,682796.6
20341270,Grenade,Jyps,1.0,472308.8,553008.4,MIRAMAR,2U4GBNA0YmnDs2CV_BwjaFihegiltFs__f7BhXbGbnxDoKymRvitnOQvbBb7R0gj,2112,FenFang,2.0,469318.4,553023.8
20341656,Groza,SaTann_6,1.0,609056.8,559413.9,MIRAMAR,2U4GBNA0YmmWwH1sVq9rVrw69KN8NTJ3E9mNV_dAZnEf_uuBT2ibCx8EtD6ARI4B,1960,CareIamToxic,2.0,610903.3,557716.4
20345753,AWM,wukong-hu,1.0,570411.3,517516.2,MIRAMAR,2U4GBNA0YmmYDRo-sGTZd7UO7fFgCrVzgKPdejRJk1lBb-ckQVfl_8aCVqJPaAAE,1767,PeBangBeo,2.0,581324.7,507211.9
20347490,AUG,WildRage78,1.0,433580.3,436500.0,MIRAMAR,2U4GBNA0YmlMQ5aNKfbVRb_WkRqRU5QAD6-pNct-RtakQ5msIOw4NHEnmRGnt0cN,1949,Tokias,2.0,434303.2,430527.4
